Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
TextPasteEffectDiscription_Rotation,,描画の回転角,Rotation angle of drawing,绘制的旋转角度,繪製的旋轉角度,그리기의 회전 각도,Ángulo de rotación del dibujo,زاوية تدوير الرسم,Sudut rotasi gambar,
TextPasteEffectDiscription_DisplayMode,,テキストの表示方法,Display method of the text,文本的显示方法,文字的顯示方法,텍스트의 표시 방법,Método de visualización del texto,طريقة عرض النص,Cara menampilkan teks,
TextPasteEffectDiscription_Text,,貼り付けるテキスト,Text to paste,要粘贴的文本,要貼上的文字,붙여넣을 텍스트,Texto a pegar,النص المراد لصقه,Teks yang akan ditempel,
TextPasteEffectDiscription_Font,,フォント,Font,字体,字體,글꼴,Fuente,الخط,Font,
TextPasteEffectDiscription_Size,,文字の大きさ,Font size,字体大小,字體大小,글꼴 크기,Tamaño de fuente,حجم الخط,Ukuran font,
TextPasteEffectDiscription_Color,,文字の色,Text color,文字颜色,文字顏色,글자 색상,Color de texto,لون النص,Warna teks,
TextPasteEffectDiscription_CharSpacing,,文字と文字の間隔,Spacing between characters,字符与字符之间的间距,字元與字元之間的間距,글자 사이의 간격,Espaciado entre caracteres,التباعد بين الحروف,Jarak antar karakter,
TextPasteEffectDiscription_LineHeight,,行の高さの割合,Line height ratio,行高比例,行高比例,줄 높이 비율,Proporción de altura de línea,نسبة ارتفاع السطر,Rasio tinggi baris,
TextPasteEffectUnit_Pixels,,px,px,px,px,px,px,بكسل,px,
TextPasteEffectUnit_Percent,,%,%,%,%,%,%,٪,%,
TextPasteEffectUnit_Degrees,,°,°,°,°,°,°,°,°,
TextPasteEffectEnum_DisplayMode_Replace,,完全置換,Replace,完全替换,完全替換,완전 교체,Reemplazo total,استبدال كامل,Ganti sepenuhnya,
TextPasteEffectEnum_DisplayMode_InsideArea,,領域内に表示,Inside area,在区域内显示,在區域內顯示,영역 내 표시,Mostrar en el área,العرض داخل المنطقة,Tampilkan di dalam area,
TextPasteEffectEnum_DisplayMode_AboveArea,,領域上に重ねて表示,Above area,在区域上方叠加显示,在區域上方疊加顯示,영역 위에 겹쳐 표시,Superponer sobre el área,العرض فوق المنطقة,Tampilkan di atas area,
TextPasteEffectEnum_DisplayMode_Overlay,,そのまま重ねて表示,Overlay,直接叠加显示,直接疊加顯示,그대로 겹쳐 표시,Superponer directamente,تراكب مباشر,Tumpuk langsung,
TextPasteEffectEnum_DisplayMode_Discription_Replace,,元アイテムを消してテキストのみを表示,Replace the original item with the text only,清除原项目仅显示文本,清除原項目僅顯示文字,원본 아이템을 지우고 텍스트만 표시,Eliminar el elemento original y mostrar solo el texto,إزالة العنصر الأصلي وعرض النص فقط,Hapus item asli dan tampilkan hanya teks,
TextPasteEffectEnum_DisplayMode_Discription_InsideArea,,元アイテムの領域内にのみテキストを表示,Show the text only within the area of the original item,仅在原项目区域内显示文本,僅在原項目區域內顯示文字,원본 아이템 영역 내에만 텍스트 표시,Mostrar el texto solo dentro del área del elemento original,عرض النص داخل منطقة العنصر الأصلي فقط,Tampilkan teks hanya di dalam area item asli,
TextPasteEffectEnum_DisplayMode_Discription_AboveArea,,元アイテムを維持しその上の領域にテキストを表示,Keep the original item and show the text on top of its area,保留原项目并在其上方区域显示文本,保留原項目並在其上方區域顯示文字,원본 아이템을 유지하고 그 위 영역에 텍스트 표시,Mantener el elemento original y mostrar el texto en el área superior,الحفاظ على العنصر الأصلي وعرض النص فوق منطقته,Pertahankan item asli dan tampilkan teks di area atasnya,
TextPasteEffectEnum_DisplayMode_Discription_Overlay,,元アイテムを維持したままその上にテキストを表示,Keep the original item and overlay the text on top,保留原项目并在其上叠加文本,保留原項目並在其上疊加文字,원본 아이템을 유지한 채 그 위에 텍스트 표시,Mantener el elemento original y superponer el texto encima,الحفاظ على العنصر الأصلي وتراكب النص فوقه,Pertahankan item asli dan tumpuk teks di atasnya,
TextPasteEffectDisplayName_BasePoint,,文字揃え位置,Text alignment,文字对齐位置,文字對齊位置,텍스트 정렬 위치,Alineación de texto,محاذاة النص,Perataan teks,
TextPasteEffectDiscription_BasePoint,,文字の揃え位置を設定します,Sets the text alignment,设置文本对齐位置,設定文字對齊位置,텍스트 정렬 위치를 설정합니다,Establece la alineación del texto,يحدد محاذاة النص,Mengatur perataan teks,
