Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
ShapePasteEffectDiscription_X,,描画位置のX座標,X coordinate of drawing position,绘制位置的X坐标,繪製位置的X座標,그리기 위치의 X 좌표,Coordenada X de la posición de dibujo,إحداثي X لموضع الرسم,Koordinat X posisi menggambar,
ShapePasteEffectDiscription_Y,,描画位置のY座標,Y coordinate of drawing position,绘制位置的Y坐标,繪製位置的Y座標,그리기 위치의 Y 좌표,Coordenada Y de la posición de dibujo,إحداثي Y لموضع الرسم,Koordinat Y posisi menggambar,
ShapePasteEffectDiscription_Z,,描画位置のZ座標（遠近感）,Z coordinate of drawing position (perspective),绘制位置的Z坐标（透视）,繪製位置的Z座標（透視）,그리기 위치의 Z 좌표(원근감),Coordenada Z de la posición de dibujo (perspectiva),إحداثي Z لموضع الرسم (المنظور),Koordinat Z posisi menggambar (perspektif),
ShapePasteEffectDiscription_Opacity,,描画の不透明度,Opacity of drawing,绘制的不透明度,繪製的不透明度,그리기의 불투명도,Opacidad del dibujo,تعتيم الرسم,Opasitas gambar,
ShapePasteEffectDiscription_Zoom,,描画の拡大率,Zoom of drawing,绘制的缩放率,繪製的縮放率,그리기의 확대율,Zoom del dibujo,تكبير الرسم,Zoom gambar,
ShapePasteEffectDiscription_Rotation,,図形を回転する角度,Rotation angle of the shape,图形的旋转角度,圖形的旋轉角度,도형의 회전 각도,Ángulo de rotación de la figura,زاوية دوران الشكل,Sudut rotasi bentuk,
ShapePasteEffectDiscription_InvertX,,図形を左右反転する,Flip the shape horizontally,水平翻转图形,水平翻轉圖形,도형을 좌우 반전하다,Voltear la figura horizontalmente,قلب الشكل أفقياً,Balik bentuk secara horizontal,
ShapePasteEffectDiscription_InvertY,,図形を上下反転する,Flip the shape vertically,垂直翻转图形,垂直翻轉圖形,도형을 상하 반전하다,Voltear la figura verticalmente,قلب الشكل رأسياً,Balik bentuk secara vertikal,
ShapePasteEffectDiscription_DisplayMode,,図形の表示方法,Display method of the shape,图形的显示方法,圖形的顯示方法,도형の 표시 방법,Método de visualización de la figura,طريقة عرض الشكل,Cara menampilkan bentuk,
ShapePasteEffectDiscription_IsBack,,元アイテムの背面に図形を描画する,Draw the shape behind the original item,在原始项目背面绘制图形,在原始項目背面繪製圖形,원본 아이템 배면에 도형을 그리다,Dibujar la figura detrás del elemento original,رسم الشكل خلف العنصر الأصلي,Gambar bentuk di belakang item asli,
ShapePasteEffectDiscription_PinLeft,,図形の左端を元アイテムの左端に固定する,Pin the left edge of the shape to the left edge of the original item,将图形左边缘固定到原始项目左边缘,將圖形左邊緣固定到原始項目左邊緣,도형의 왼쪽 끝을 원본 아이템의 왼쪽 끝에 고정하다,Fijar el borde izquierdo de la figura al borde izquierdo del elemento original,تثبيت الحافة اليسرى للشكل عند الحافة اليسرى للعنصر الأصلي,Kunci tepi kiri bentuk ke tepi kiri item asli,
ShapePasteEffectDiscription_PinRight,,図形の右端を元アイテムの右端に固定する,Pin the right edge of the shape to the right edge of the original item,将图形右边缘固定到原始项目右边缘,將圖形右邊緣固定到原始項目右邊緣,도형의 오른쪽 끝을 원본 아이템의 오른쪽 끝에 고정하다,Fijar el borde derecho de la figura al borde derecho del elemento original,تثبيت الحافة اليمنى للشكل عند الحافة اليمنى للعنصر الأصلي,Kunci tepi kanan bentuk ke tepi kanan item asli,
ShapePasteEffectDiscription_PinTop,,図形の上端を元アイテムの上端に固定する,Pin the top edge of the shape to the top edge of the original item,将图形上边缘固定到原始项目上边缘,將圖形上邊緣固定到原始項目上邊緣,도형의 위쪽 끝을 원본 아이템의 위쪽 끝에 고정하다,Fijar el borde superior de la figura al borde superior del elemento original,تثبيت الحافة العلوية للشكل عند الحافة العلوية للعنصر الأصلي,Kunci tepi atas bentuk ke tepi atas item asli,
ShapePasteEffectDiscription_PinBottom,,図形の下端を元アイテムの下端に固定する,Pin the bottom edge of the shape to the bottom edge of the original item,将图形下边缘固定到原始项目下边缘,將圖形下邊緣固定到原始項目下邊緣,도형의 아래쪽 끝을 원본 아이템의 아래쪽 끝에 고정하다,Fijar el borde inferior de la figura al borde inferior del elemento original,تثبيت الحافة السفلية للشكل عند الحافة السفلية للعنصر الأصلي,Kunci tepi bawah bentuk ke tepi bawah item asli,
ShapePasteEffectDiscription_Left,,左端固定時の左余白,Left margin when left edge is pinned,固定左边时的左边距,固定左邊時的左邊距,왼쪽 끝 고정 시 왼쪽 여백,Margen izquierdo al fijar el borde izquierdo,الهامش الأيسر عند تثبيت الحافة اليسرى,Margin kiri saat tepi kiri dikunci,
ShapePasteEffectDiscription_Right,,右端固定時の右余白,Right margin when right edge is pinned,固定右边时的右边距,固定右邊時的右邊距,오른쪽 끝 고정 시 오른쪽 여백,Margen derecho al fijar el borde derecho,الهامش الأيمن عند تثبيت الحافة اليمنى,Margin kanan saat tepi kanan dikunci,
ShapePasteEffectDiscription_Top,,上端固定時の上余白,Top margin when top edge is pinned,固定上边时的上边距,固定上邊時的上邊距,위쪽 끝 고정 시 위쪽 여백,Margen superior al fijar el borde superior,الهامش العلوي عند تثبيت الحافة العلوية,Margin atas saat tepi atas dikunci,
ShapePasteEffectDiscription_Bottom,,下端固定時の下余白,Bottom margin when bottom edge is pinned,固定下边时的下边距,固定下邊時的下邊距,아래쪽 끝 고정 시 아래쪽 여백,Margen inferior al fijar el borde inferior,الهامش السفلي عند تثبيت الحافة السفلية,Margin bawah saat tepi bawah dikunci,
ShapePasteEffectDiscription_ShapeType,,貼り付ける図形の種類,Type of shape to paste,要粘贴的图形类型,要貼上的圖形類型,붙여넣을 도형의 종류,Tipo de figura a pegar,نوع الشكل المراد لصقه,Jenis bentuk yang akan ditempel,
ShapePasteEffectUnit_Pixels,,px,px,px,px,px,px,بكسل,px,
ShapePasteEffectUnit_Percent,,%,%,%,%,%,%,٪,%,
ShapePasteEffectUnit_Degrees,,°,°,°,°,°,°,°,°,
ShapePasteEffectEnum_DisplayMode_Overlay,,そのまま重ねて表示,Overlay,直接叠加显示,直接疊加顯示,그대로 겹쳐 표시,Superponer directamente,تراكب مباشر,Tumpuk langsung,
ShapePasteEffectEnum_DisplayMode_Replace,,完全置換,Replace,完全替换,完全替換,완전 교체,Reemplazo total,استبدال كامل,Ganti sepenuhnya,
ShapePasteEffectEnum_DisplayMode_InsideArea,,領域内に表示,Inside area,在区域内显示,在區域內顯示,영역 내 표시,Mostrar en el área,العرض داخل المنطقة,Tampilkan di dalam area,
ShapePasteEffectEnum_DisplayMode_AboveArea,,領域上に重ねて表示,Above area,在区域上方叠加显示,在區域上方疊加顯示,영역 위에 겹쳐 표시,Superponer sobre el área,العرض فوق المنطقة,Tampilkan di atas area,
ShapePasteEffectEnum_DisplayMode_Discription_Overlay,,元アイテムを維持したままその上に図形を表示,Keep the original item and overlay the shape on top,保留原项目并在其上叠加图形,保留原項目並在其上疊加圖形,원본 아이템을 유지한 채 그 위에 도형 표시,Mantener el elemento original y superponer la figura encima,الحفاظ على العنصر الأصلي وتراكب الشكل فوقه,Pertahankan item asli dan tumpuk bentuk di atasnya,
ShapePasteEffectEnum_DisplayMode_Discription_Replace,,元アイテムを消して図形のみを表示,Replace the original item with the shape only,清除原项目仅显示图形,清除原項目僅顯示圖形,원본 아이템을 지우고 도형만 표시,Eliminar el elemento original y mostrar solo la figura,إزالة العنصر الأصلي وعرض الشكل فقط,Hapus item asli dan tampilkan hanya bentuk,
ShapePasteEffectEnum_DisplayMode_Discription_InsideArea,,元アイテムの領域内にのみ図形を表示,Show the shape only within the area of the original item,仅在原项目区域内显示图形,僅在原項目區域內顯示圖形,원본 아이템 영역 내에만 도형 표시,Mostrar la figura solo dentro del área del elemento original,عرض الشكل داخل منطقة العنصر الأصلي فقط,Tampilkan bentuk hanya di dalam area item asli,
ShapePasteEffectEnum_DisplayMode_Discription_AboveArea,,元アイテムを維持しその上の領域に図形を表示,Keep the original item and show the shape on top of its area,保留原项目并在其上方区域显示图形,保留原項目並在其上方區域顯示圖形,원본 아이템을 유지하고 그 위 영역에 도형 표시,Mantener el elemento original y mostrar la figura en el área superior,الحفاظ على العنصر الأصلي وعرض الشكل فوق منطقته,Pertahankan item asli dan tampilkan bentuk di area atasnya,
