Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id
EdgeGlowThicknessDesc,,エッジ検出に使うサンプリング距離(px)を調整します。値が大きいほど太く滑らかなエッジを検出します。,Adjusts the sampling distance (px) used for edge detection. Larger values detect thicker and smoother edges.,调整用于边缘检测的采样距离(px)。值越大检测的边缘越粗越平滑。,調整用於邊緣偵測的取樣距離(px)。值越大偵測的邊緣越粗越平滑。,엣지 검출에 사용하는 샘플링 거리(px)를 조정합니다. 값이 클수록 더 두껍고 부드러운 엣지를 검출합니다.,Ajusta la distancia de muestreo (px) usada para la detección de bordes. Valores más grandes detectan bordes más gruesos y suaves.,يضبط مسافة أخذ العينات (بكسل) المستخدمة لكشف الحواف. القيم الأكبر تكشف عن حواف أكثر سمكًا ونعومة.,Menyesuaikan jarak pengambilan sampel (px) yang digunakan untuk deteksi tepi. Nilai yang lebih besar mendeteksi tepi yang lebih tebal dan halus.
EdgeGlowIncludeAlphaName,,アルファエッジ検出,Detect Alpha Edges,Alpha边缘检测,Alpha邊緣偵測,알파 엣지 검출,Detectar bordes alfa,كشف حواف ألفا,Deteksi Tepi Alfa
EdgeGlowIncludeAlphaDesc,,透過素材のアルファ境界もエッジとして検出します。透過素材でリムライト表現する場合に有効です。,Also detects alpha boundaries as edges. Useful for rim-light effects on transparent materials.,也将Alpha边界检测为边缘。在透明素材上做边缘光时有用。,也將Alpha邊界偵測為邊緣。在透明素材上做邊緣光時有用。,투명 소재의 알파 경계도 엣지로 검출합니다. 투명 소재의 림 라이트 표현에 유용합니다.,También detecta los límites alfa como bordes. Útil para efectos de luz de borde en materiales transparentes.,يكشف أيضًا حدود ألفا كحواف. مفيد لتأثيرات الإضاءة الحدّية على المواد الشفافة.,Juga mendeteksi batas alfa sebagai tepi. Berguna untuk efek rim-light pada material transparan.
EdgeGlowIntensityName,,発光の強さ,Intensity,发光强度,發光強度,발광 강도,Intensidad,شدة التوهج,Intensitas
EdgeGlowIntensityDesc,,検出されたエッジの発光の強さを調整します。,Adjusts the brightness of the detected edge glow.,调整检测到的边缘发光强度。,調整偵測到的邊緣發光強度。,검출된 엣지의 발광 강도를 조정합니다.,Ajusta el brillo del resplandor de los bordes detectados.,يضبط سطوع توهج الحواف المكتشفة.,Menyesuaikan kecerahan cahaya tepi yang terdeteksi.
EdgeGlowColorSourceName,,発光色の種類,Color Source,发光色类型,發光色類型,발광색 종류,Origen del color,مصدر اللون,Sumber Warna
EdgeGlowColorSourceDesc,,発光色を固定色にするか元画像の色を使うかを選択します。,Selects whether the glow uses a fixed color or the source image color.,选择发光色使用固定颜色还是原图像的颜色。,選擇發光色使用固定顏色或原圖像的顏色。,발광색을 고정색으로 할지 원본 이미지의 색을 사용할지 선택합니다.,Selecciona si el brillo usa un color fijo o el color de la imagen de origen.,يحدد ما إذا كان التوهج يستخدم لونًا ثابتًا أو لون الصورة المصدر.,Memilih apakah cahaya menggunakan warna tetap atau warna gambar sumber.
EdgeGlowColorSourceFixed,,固定色,Fixed Color,固定颜色,固定顏色,고정색,Color fijo,لون ثابت,Warna Tetap
EdgeGlowColorSourceFixedDesc,,指定した色で発光します。,Glows with the specified color.,以指定的颜色发光。,以指定的顏色發光。,지정한 색으로 발광합니다.,Brilla con el color especificado.,يتوهج باللون المحدد.,Bersinar dengan warna yang ditentukan.
EdgeGlowColorSourceSource,,元画像の色,Source Color,原图像颜色,原圖像顏色,원본 이미지 색,Color de origen,لون المصدر,Warna Sumber
EdgeGlowColorSourceSourceDesc,,元画像のエッジ部分の色で発光します。,Glows with the color of the source image at the edge.,以原图像边缘部分的颜色发光。,以原圖像邊緣部分的顏色發光。,원본 이미지의 엣지 부분 색으로 발광합니다.,Brilla con el color de la imagen de origen en el borde.,يتوهج بلون الصورة المصدر عند الحافة.,Bersinar dengan warna gambar sumber di tepi.
EdgeGlowColorName,,発光色,Glow Color,发光色,發光色,발광색,Color del brillo,لون التوهج,Warna Cahaya
EdgeGlowColorDesc,,固定色モード時のエッジ発光の色を指定します。,Specifies the edge glow color when using fixed color mode.,指定固定色模式时的边缘发光颜色。,指定固定色模式時的邊緣發光顏色。,고정색 모드일 때의 엣지 발광 색을 지정합니다.,Especifica el color del brillo de bordes en modo de color fijo.,يحدد لون توهج الحواف في وضع اللون الثابت.,Menentukan warna cahaya tepi saat menggunakan mode warna tetap.
EdgeGlowEnableGlowSpreadName,,広がりを有効化,Enable Spread,启用扩散,啟用擴散,확산 활성화,Activar difusión,تفعيل الانتشار,Aktifkan Penyebaran
EdgeGlowEnableGlowSpreadDesc,,エッジから外側へ光がにじむような広がりを生成します。オフにするとシャープなアウトラインになります。,Produces an optical halo spreading outward from the edge. Turn off for a sharp outline.,生成从边缘向外扩散的光晕。关闭后变为锐利的描边。,生成從邊緣向外擴散的光暈。關閉後變為銳利的描邊。,엣지에서 바깥으로 빛이 번지는 광배를 생성합니다. 끄면 선명한 윤곽선이 됩니다.,Genera un halo óptico que se difunde hacia afuera desde el borde. Desactívalo para un contorno nítido.,يولّد هالة بصرية تنتشر للخارج من الحافة. أوقف التفعيل للحصول على حدّ حاد.,Menghasilkan halo optik yang menyebar keluar dari tepi. Matikan untuk garis tegas.
EdgeGlowRadiusName,,広がりの半径,Spread Radius,扩散半径,擴散半徑,확산 반경,Radio de difusión,نصف قطر الانتشار,Radius Penyebaran
EdgeGlowRadiusDesc,,光のにじみ半径を標準偏差(px)で指定します。値が大きいほど柔らかく遠くまで広がります。,Specifies the glow blur radius as standard deviation (px). Larger values produce a softer, wider halo.,以标准差(px)指定光晕半径。值越大光晕越柔越远。,以標準差(px)指定光暈半徑。值越大光暈越柔越遠。,빛 번짐 반경을 표준편차(px)로 지정합니다. 값이 클수록 부드럽고 멀리까지 퍼집니다.,Especifica el radio del desenfoque del brillo como desviación estándar (px). Valores mayores producen un halo más suave y amplio.,يحدد نصف قطر تمويه التوهج كانحراف معياري (بكسل). القيم الأكبر تنتج هالة أنعم وأوسع.,Menentukan radius blur cahaya sebagai standar deviasi (px). Nilai lebih besar menghasilkan halo lebih lembut dan luas.
EdgeGlowOpacityName,,不透明度,Opacity,不透明度,不透明度,불투명도,Opacidad,التعتيم,Opasitas
EdgeGlowOpacityDesc,,エフェクト全体の不透明度を調整します。,Adjusts the opacity of the entire effect.,调整整个效果的不透明度。,調整整個效果的不透明度。,효과 전체의 불투명도를 조정합니다.,Ajusta la opacidad del efecto completo.,يضبط تعتيم التأثير بأكمله.,Menyesuaikan opasitas dari seluruh efek.
EdgeGlowBlendModeName,,合成モード,Blend Mode,合成模式,合成模式,합성 모드,Modo de mezcla,وضع المزج,Mode Pencampuran
EdgeGlowBlendModeDesc,,エッジ発光を元画像にどのように合成するかを指定します。,Specifies how the edge glow is blended onto the source image.,指定边缘发光与原图像的合成方式。,指定邊緣發光與原圖像的合成方式。,엣지 발광을 원본 이미지에 어떻게 합성할지 지정합니다.,Especifica cómo se mezcla el brillo de bordes con la imagen de origen.,يحدد كيفية مزج توهج الحواف على الصورة المصدر.,Menentukan cara cahaya tepi dicampurkan ke gambar sumber.
