Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id
FogFlowAngleDescription,,霧が流れる方向,Direction in which the fog drifts,雾流动的方向,霧流動的方向,안개가 흐르는 방향,Dirección de deriva de la niebla,اتجاه انجراف الضباب,Arah hanyutan kabut
FogChangeSpeed,,変化速度,Change speed,变化速度,變化速度,변화 속도,Velocidad de cambio,سرعة التغير,Kecepatan perubahan
FogChangeSpeedDescription,,霧の形が変化する速さ,How fast the fog shape evolves,雾形变化的速度,霧形變化的速度,안개 모양이 변하는 속도,Velocidad a la que evoluciona la forma de la niebla,سرعة تطور شكل الضباب,Kecepatan perubahan bentuk kabut
FogColor,,霧の色,Fog color,雾的颜色,霧的顏色,안개 색,Color de la niebla,لون الضباب,Warna kabut
FogColorDescription,,霧の色。不透明度は濃度に反映されます,Color of the fog. Its opacity scales the density,雾的颜色。不透明度反映到浓度,霧的顏色。不透明度反映到濃度,안개 색. 불투명도는 농도에 반영됩니다,Color de la niebla. Su opacidad escala la densidad,لون الضباب. يؤثر عدم شفافيته على الكثافة,Warna kabut. Opasitasnya memengaruhi kepadatan
FogSunIntensity,,光の強さ,Light intensity,光强度,光強度,빛의 세기,Intensidad de luz,شدة الضوء,Intensitas cahaya
FogSunIntensityDescription,,霧を照らす光の強さ。霧の光源側が明るく縁取られます,Strength of the light illuminating the fog. The lit side of the billows becomes brighter,照亮雾的光强度。雾团朝光一侧会更明亮,照亮霧的光強度。霧團朝光一側會更明亮,안개를 비추는 빛의 세기. 안개의 광원 쪽이 밝게 물듭니다,Intensidad de la luz que ilumina la niebla. El lado iluminado de las volutas se aclara,شدة الضوء المضيء للضباب. يصبح الجانب المضاء من الكتل أكثر سطوعًا,Kekuatan cahaya yang menerangi kabut. Sisi gumpalan yang terkena cahaya menjadi lebih terang
FogSunAngle,,光の角度,Light angle,光的角度,光的角度,빛의 각도,Ángulo de luz,زاوية الضوء,Sudut cahaya
FogSunAngleDescription,,光が差し込む方向,Direction from which the light shines,光照射的方向,光照射的方向,빛이 비치는 방향,Dirección desde la que incide la luz,اتجاه سقوط الضوء,Arah datangnya cahaya
FogSunColor,,光の色,Light color,光的颜色,光的顏色,빛의 색,Color de la luz,لون الضوء,Warna cahaya
FogSunColorDescription,,霧を照らす光の色,Color of the light illuminating the fog,照亮雾的光的颜色,照亮霧的光的顏色,안개를 비추는 빛의 색,Color de la luz que ilumina la niebla,لون الضوء المضيء للضباب,Warna cahaya yang menerangi kabut
FogSeed,,シード値,Seed,种子值,種子值,시드값,Semilla,قيمة البذرة,Nilai seed
FogSeedDescription,,霧の形を決める乱数のシード値,Random seed that determines the fog shape,决定雾形的随机种子,決定霧形的隨機種子,안개 모양을 결정하는 난수 시드값,Semilla aleatoria que determina la forma de la niebla,بذرة عشوائية تحدد شكل الضباب,Seed acak yang menentukan bentuk kabut
TagFog,,霧,fog,雾,霧,안개,niebla,ضباب,kabut
TagMist,,もや,mist,薄雾,薄霧,연무,bruma,سديم,halimun
TagWeather,,天候,weather,天气,天氣,날씨,clima,طقس,cuaca
