Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id
NtscCompositeEffectSharpnessDesc,,輝度(Y)帯域のスケールです。小さくするほど輪郭がぼやけます。,Scale of the luma (Y) bandwidth. Lower values blur the edges.,亮度(Y)频带的缩放比例。数值越小轮廓越模糊。,亮度(Y)頻帶的縮放比例。數值越小輪廓越模糊。,휘도(Y) 대역의 스케일입니다. 값이 작을수록 윤곽이 흐려집니다.,Escala del ancho de banda de luminancia (Y). Valores más bajos difuminan los bordes.,مقياس نطاق الإضاءة (Y). كلما قلت القيمة زاد ضبابية الحواف.,Skala bandwidth luma (Y). Nilai lebih rendah mengaburkan tepi.
NtscCompositeEffectNoiseName,,ノイズ,Noise,噪点,雜訊,노이즈,Ruido,الضوضاء,Noise
NtscCompositeEffectNoiseDesc,,信号に乗るノイズの量です。,Amount of signal noise.,叠加在信号上的噪点量。,疊加在訊號上的雜訊量。,신호에 실리는 노이즈의 양입니다.,Cantidad de ruido en la señal.,مقدار الضوضاء التي تضاف إلى الإشارة.,Jumlah noise pada sinyal.
NtscCompositeEffectIsVhsModeName,,VHSモード,VHS mode,VHS模式,VHS模式,VHS 모드,Modo VHS,وضع VHS,Mode VHS
NtscCompositeEffectIsVhsModeDesc,,VHS(標準モード)の帯域劣化・輪郭リンギング・トラッキング揺れ・ヘッドスイッチングノイズを追加でシミュレートします。,"Additionally simulates VHS (SP mode) bandwidth degradation, edge ringing, tracking jitter and head-switching noise.",额外模拟VHS(标准模式)的带宽劣化、轮廓振铃、循轨抖动和磁头切换噪点。,額外模擬VHS(標準模式)的頻寬劣化、輪廓振鈴、循軌抖動和磁頭切換雜訊。,"VHS(표준 모드)의 대역 열화, 윤곽 링잉, 트래킹 흔들림, 헤드 스위칭 노이즈를 추가로 시뮬레이션합니다.","Simula además la degradación de ancho de banda, el timbre de bordes, el temblor de seguimiento y el ruido de conmutación de cabezales del VHS (modo SP).",يحاكي بالإضافة إلى ذلك تدهور النطاق الترددي لشريط VHS (الوضع القياسي) ورنين الحواف واهتزاز التتبع وضوضاء تبديل الرأس.,"Selain itu mensimulasikan degradasi bandwidth, ringing tepi, jitter tracking, dan noise head-switching VHS (mode SP)."
NtscCompositeEffectVhsGroupName,,VHS,VHS,VHS,VHS,VHS,VHS,VHS,VHS
NtscCompositeEffectVhsTapeName,,テープ劣化,Tape degradation,磁带劣化,磁帶劣化,테이프 열화,Degradación de cinta,تدهور الشريط,Degradasi pita
NtscCompositeEffectVhsTapeDesc,,テープの帯域劣化によるボケ・色にじみ・輪郭のリンギングの強さです。,"Strength of blur, color bleeding and edge ringing from tape bandwidth loss.",磁带带宽劣化导致的模糊、色彩渗色和轮廓振铃的强度。,磁帶頻寬劣化導致的模糊、色彩滲色和輪廓振鈴的強度。,"테이프 대역 열화에 의한 흐림, 색 번짐, 윤곽 링잉의 강도입니다.","Intensidad del desenfoque, sangrado de color y timbre de bordes por la pérdida de ancho de banda de la cinta.",شدة الضبابية وامتزاج الألوان ورنين الحواف الناتجة عن فقدان النطاق الترددي للشريط.,"Kekuatan blur, kebocoran warna, dan ringing tepi akibat penurunan bandwidth pita."
NtscCompositeEffectVhsTrackingName,,トラッキング揺れ,Tracking jitter,循轨抖动,循軌抖動,트래킹 흔들림,Temblor de seguimiento,اهتزاز التتبع,Jitter tracking
NtscCompositeEffectVhsTrackingDesc,,横方向のトラッキング揺れと、画面下部のヘッドスイッチングノイズの強さです。,Strength of horizontal tracking jitter and head-switching noise at the bottom of the screen.,水平方向的循轨抖动和画面下部磁头切换噪点的强度。,水平方向的循軌抖動和畫面下部磁頭切換雜訊的強度。,수평 방향 트래킹 흔들림과 화면 하단 헤드 스위칭 노이즈의 강도입니다.,Intensidad del temblor de seguimiento horizontal y del ruido de conmutación de cabezales en la parte inferior de la pantalla.,شدة اهتزاز التتبع الأفقي وضوضاء تبديل الرأس في أسفل الشاشة.,Kekuatan jitter tracking horizontal dan noise head-switching di bagian bawah layar.
NtscCompositeEffectVhsNoiseName,,VHSノイズ,VHS noise,VHS噪点,VHS雜訊,VHS 노이즈,Ruido VHS,ضوضاء VHS,Noise VHS
NtscCompositeEffectVhsNoiseDesc,,VHS再生時に常時乗るザラついたノイズの量です。,Amount of grainy noise always present during VHS playback.,VHS播放时始终存在的颗粒噪点量。,VHS播放時始終存在的顆粒雜訊量。,VHS 재생 시 항상 실리는 거친 노이즈의 양입니다.,Cantidad de ruido granulado siempre presente durante la reproducción VHS.,مقدار الضوضاء الحبيبية الموجودة دائمًا أثناء تشغيل VHS.,Jumlah noise berbintik yang selalu ada saat pemutaran VHS.
NtscCompositeEffectVhsDropoutName,,ドロップアウト,Dropout,信号丢失,訊號丟失,드롭아웃,Pérdida de señal,انقطاع الإشارة,Dropout
NtscCompositeEffectVhsDropoutDesc,,テープの傷などで信号が抜けて出る、明るい横スジの発生頻度です。,Frequency of bright horizontal streaks caused by signal loss from tape damage.,因磁带损伤导致信号丢失而产生的明亮横条纹的出现频率。,因磁帶損傷導致訊號丟失而產生的明亮橫條紋的出現頻率。,테이프 손상 등으로 신호가 빠져 생기는 밝은 가로줄의 발생 빈도입니다.,Frecuencia de las rayas horizontales brillantes causadas por la pérdida de señal por daños en la cinta.,تكرار الخطوط الأفقية الساطعة الناتجة عن فقدان الإشارة بسبب تلف الشريط.,Frekuensi garis horizontal terang akibat hilangnya sinyal karena kerusakan pita.
NtscCompositeEffectSetupLevelName,,セットアップ,Setup level,黑电平设置,黑電平設定,셋업 레벨,Nivel de setup,مستوى الإعداد (Setup),Level setup
NtscCompositeEffectSetupLevelDesc,,黒レベルのセットアップです。日本(NTSC-J)は0 IRE、北米(NTSC-M)は7.5 IREです。,"Black level setup. Japan (NTSC-J) uses 0 IRE, North America (NTSC-M) uses 7.5 IRE.",黑电平设置。日本(NTSC-J)为0 IRE，北美(NTSC-M)为7.5 IRE。,黑電平設定。日本(NTSC-J)為0 IRE，北美(NTSC-M)為7.5 IRE。,"블랙 레벨 셋업입니다. 일본(NTSC-J)은 0 IRE, 북미(NTSC-M)은 7.5 IRE입니다.","Configuración del nivel de negro. Japón (NTSC-J) usa 0 IRE, Norteamérica (NTSC-M) usa 7.5 IRE.",إعداد مستوى الأسود. اليابان (NTSC-J) تستخدم 0 IRE، وأمريكا الشمالية (NTSC-M) تستخدم 7.5 IRE.,"Pengaturan level hitam. Jepang (NTSC-J) menggunakan 0 IRE, Amerika Utara (NTSC-M) menggunakan 7.5 IRE."
NtscSetupLevelIre0Name,,0 IRE(NTSC-J),0 IRE (NTSC-J),0 IRE(NTSC-J),0 IRE(NTSC-J),0 IRE(NTSC-J),0 IRE (NTSC-J),0 IRE (NTSC-J),0 IRE (NTSC-J)
NtscSetupLevelIre75Name,,7.5 IRE(NTSC-M),7.5 IRE (NTSC-M),7.5 IRE(NTSC-M),7.5 IRE(NTSC-M),7.5 IRE(NTSC-M),7.5 IRE (NTSC-M),7.5 IRE (NTSC-M),7.5 IRE (NTSC-M)
