Key,Parameter,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
ShuffleTextEffectDisplayName_FromBack,,後ろから,From back,从后面,從後面,뒤에서,Desde atrás,من الخلف,Dari belakang,
ShuffleTextEffectDisplayName_DisplayText,,表示テキスト,Display text,显示文本,顯示文本,표시 텍스트,Texto de visualización,نص العرض,Teks tampilan,
ShuffleTextEffectDisplayName_Alphabet_Upper,,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,
ShuffleTextEffectDisplayName_Alphabet_Lower,,a-z,a-z,a-z,a-z,a-z,a-z,a-z,a-z,
ShuffleTextEffectDisplayName_Hirakana,,ひらがな,Hiragana,平假名,平假名,히라가나,hiragana,Hiragana,Hiragana,
ShuffleTextEffectDisplayName_Katakana,,カタカナ,Katakana,片假名,片假名,가타카나,katakana,Katakana,Katakana,
ShuffleTextEffectDisplayName_Kanji,,漢字,Kanji,汉字,漢字,한자,kanji,Kanji,Kanji,
ShuffleTextEffectDisplayName_Number,,数字,Number,數字,數位,숫자,numbers,رقم,angka,
ShuffleTextEffectDisplayName_Symbol,,記号,Symbol,符號,象徵,기호,symbol,رمز,simbol,
ShuffleTextEffectDisplayName_Text,,テキスト,Text,文本,文本,텍스트,text,نص,teks,
ShuffleTextEffectDisplayName_Font,,フォント,Font,字体,字體,글꼴,fuente,خط,Font,
ShuffleTextEffectDisplayName_Size,,サイズ,Size,大小,大小,크기,tamaño,حجم,Ukuran,
ShuffleTextEffectDisplayName_Color,,文字色,Text color,文字顏色,文字顏色,글자 색상,color de texto,لون النص,Warna teks,
ShuffleTextEffectDisplayName_Bold,,太字,Bold,粗體,粗體,굵은 글씨,bold,خط عريض,Bold,
ShuffleTextEffectDisplayName_Italic,,イタリック,Italic,斜體,斜體,이탤릭체,Itálico,خط مائل,Miring,

ShuffleTextEffectDiscription_Appearing,,アイテムが登場する際にエフェクトを適用する, Apply effects when items appear,在项目出现时应用效果,在項目出現時應用效果,항목이 나타날 때 효과 적용,Aplicar el efecto cuando aparece el elemento,تطبيق التأثير عند ظهور العنصر,Terapan efek saat item muncul,
ShuffleTextEffectDiscription_Exit,,アイテムが退場する際にエフェクトを適用する, Apply effects when items exit,在项目退出时应用效果,在項目退出時應用效果,항목이 종료될 때 효과 적용,Aplicar el efecto cuando sale el elemento,تطبيق التأثير عند خروج العنصر,Terapkan efek saat item keluar,
ShuffleTextEffectDiscription_Duration,,エフェクトが再生される秒数, Number of seconds the effect plays,效果播放的秒数,效果播放的秒數,효과 재생 초,Segundos que se reproduce el efecto,عدد الثواني التي يتم فيها تشغيل التأثير,Detik efek diputar,
ShuffleTextEffectDiscription_Interval,,アニメーションテキストが変化する間隔,Interval,间隔,間隔,간격,Intervalo,فاصل,Interval,
ShuffleTextEffectDiscription_Delay,,アニメーションテキストの文字ごとのずれ,Delay,偏移,偏移,오차,Retraso,تأخير,Jarak,
ShuffleTextEffectDiscription_DisplayMode,,アニメーションテキストの表示方法,Display method,显示方法,顯示方法,표시 방법,Método de visualización,طريقة العرض,Cara menampilkan,
ShuffleTextEffectDiscription_StartTime,,アニメーションテキストの開始時間,Start time,开始时间,開始時間,시작 시간,Hora de inicio,وقت البدء,Waktu mulai,
ShuffleTextEffectDiscription_FromBack,,末尾からアニメーションテキストを表示,From back,从后面,從後面,뒤에서,Desde atrás,من الخلف,Dari belakang,
ShuffleTextEffectDiscription_DisplayText,,アニメーションテキストの表示内容,Display texts,显示文本,顯示文本,표시 텍스트,Texto de visualización,نص العرض,Teks tampilan,
ShuffleTextEffectDiscription_Alphabet_Upper,,アルファベット大文字,A-Z, A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,
ShuffleTextEffectDiscription_Alphabet_Lower,,アルファベット小文字,a-z, a-z,a-z,a-z,a-z,a-z,a-z,
ShuffleTextEffectDiscription_Hirakana,,ひらがな,Hiragana,平假名,平假名,히라가나,hiragana,Hiragana,Hiragana,
ShuffleTextEffectDiscription_Katakana,,カタカナ,Katakana,片假名,片假名,가타카나,katakana,Katakana,Katakana,
ShuffleTextEffectDiscription_Kanji,,漢字,Kanji,汉字,漢字,한자,kanji,Kanji,Kanji,
ShuffleTextEffectDiscription_Number,,数字,Number,數字,數位,숫자,numbers,رقم,angka,
ShuffleTextEffectDiscription_Symbol,,記号,Symbol,符號,象徵,기호,symbol,رمز,simbol,
ShuffleTextEffectDiscription_Text,,シャッフルするテキスト,Text,文本,文本,텍스트,text,نص,teks,
ShuffleTextEffectDiscription_Font,,フォント,Font,字体,字體,글꼴,fuente,خط,Font,
ShuffleTextEffectDiscription_Size,,文字の大きさ,Font size,字體大小,字體大小,글꼴 크기,tamaño de fuente,حجم الخط,Ukuran font,
ShuffleTextEffectDiscription_Color,,文字の色,Text color,文字顏色,文字顏色,글자 색상,color de texto,لون النص,Warna teks,
ShuffleTextEffectDiscription_Bold,,太字,Bold,粗體,粗體,굵은 글씨,bold,خط عريض,Bold,
ShuffleTextEffectDiscription_Italic,,斜体・イタリック,Italic,斜體,斜體,이탤릭체,Itálico,خط مائل,Miring,

ShuffleTextEffectUnit_Seconds,,秒,sec,秒,秒,초,Segundos,ثانية,dtk,


ShuffleTextEffectEnum_DisplayMode_Simultaneous,,同時, Same time ,同时,同時,동시,al mismo tiempo,في نفس الوقت,pada saat yang sama,
ShuffleTextEffectEnum_DisplayMode_Order,,順番, Order ,顺序,順序,순서,Orden,ترتيب,Urutan,

ShuffleTextEffectEnum_DisplayMode_Discription_Simultaneous,,アニメーションテキストを同時に表示, Display at the same time,同时显示动画文本,同時顯示動畫文本,애니메이션 텍스트를 동시에 표시,Mostrar texto de animación al mismo tiempo,عرض نص الرسوم المتحركة في نفس الوقت,Tampilkan teks animasi pada saat yang sama,
ShuffleTextEffectEnum_DisplayMode_Discription_Order,,アニメーションテキストを順番に表示, Display in order,按顺序显示动画文本,按順序顯示動畫文本,애니메이션 텍스트를 순서대로 표시,Mostrar texto de animación en orden,عرض نص الرسوم المتحركة بالترتيب,Tampilkan teks animasi secara berurutan,


ShuffleTextEffectEnum_Mode_Alphabet,,アルファベット（A-z）, Alphabet (A-z),字母（A-z）,字母（A-z）,알파벳 (A-z),Alfabeto (A-z),الأبجدية (A-z),Alfabet (A-z),
ShuffleTextEffectEnum_Mode_Number,,数字（0-9）, Number (0-9),数字（0-9）,數字（0-9）,숫자 (0-9),Número (0-9),رقم (0-9),Angka (0-9),
ShuffleTextEffectEnum_Mode_Symbol,,記号, Symbol,符號,象徵,기호, símbolo,رمز,Simbol,
ShuffleTextEffectEnum_Mode_Custom,,カスタム, Custom,自定義,自定義,사용자 정의,Personalizado,مخصص,Kustom,

ShuffleTextEffectEnum_Mode_Discription_Alphabet,,アルファベット（大文字・小文字）, Alphabet (uppercase and lowercase),字母（大寫和小寫）,字母（大寫和小寫）,알파벳 (대문자 및 소문자),Alfabeto (mayúsculas y minúsculas),الأبجدية (حروف كبيرة وصغيرة),Alfabet (huruf besar dan kecil),
ShuffleTextEffectEnum_Mode_Discription_Number,,数字（0-9）, Number (0-9),数字（0-9）,數字（0-9）,숫자 (0-9),Número (0-9),رقم (0-9),Angka (0-9),
ShuffleTextEffectEnum_Mode_Discription_Symbol,,記号, Symbol,符號,象徵,기호, símbolo,رمز,Simbol,
ShuffleTextEffectEnum_Mode_Discription_Custom,,カスタム, Custom,自定義,自定義,사용자 정의,Personalizado,مخصص,Kustom,
